name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
B68 Indian Cuisine And Takeaway,"288-290 Hagley Rd W, Oldbury",Not Available,Not Available,meal_takeaway,Monday: 5:00 – 11:30 PM,Tuesday: 5:00 – 11:30 PM,Wednesday: 5:00 – 11:30 PM,Thursday: 5:00 – 11:30 PM,Friday: 5:30 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 – 11:30 PM
Zaalsha Indian Restaurant,"22-24 Abbey Rd, Bearwood, Smethwick",0121 429 7043,http://zaalsha.com/,restaurant,Monday: 5:30 – 11:00 PM,Tuesday: 5:30 – 11:00 PM,Wednesday: 5:30 – 11:00 PM,Thursday: 5:30 – 11:00 PM,Friday: 5:30 – 11:00 PM,Saturday: 5:30 – 11:00 PM,Sunday: 5:30 – 11:00 PM
Nawab Tandoori,"544A Hagley Rd W, Oldbury",0121 422 1767,Not Available,bar,Monday: Closed,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 – 11:00 PM
Mount Nemrut Turkish Restaurant,"204 Lightwoods Rd, Bearwood, Smethwick",0121 429 5916,http://www.mountnemrutrestaurant.co.uk/,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 PM – 12:00 AM
Haweli Restaurant,"509 Hagley Rd, Bearwood, Smethwick",0121 434 5717,https://www.haweli-smethwick.co.uk/contact,restaurant,Monday: 5:00 – 10:15 PM,Tuesday: 5:00 – 10:15 PM,Wednesday: 5:00 – 10:15 PM,Thursday: 5:00 – 10:15 PM,Friday: 5:00 – 11:15 PM,Saturday: 5:00 – 11:15 PM,Sunday: 5:00 – 11:15 PM
Vaz Restaurant,"130, 132 Sandon Rd, Bearwood, Smethwick",0121 429 6307,https://m.facebook.com/pages/category/Personal-Blog/Vaz-caf%C3%A9-103740707782089/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 12:30 – 9:00 PM,Thursday: 12:30 – 9:00 PM,Friday: 12:30 PM – 12:00 AM,Saturday: 12:30 PM – 12:00 AM,Sunday: 12:30 – 9:00 PM
Standard Tandoori Restaurant,"453 Bearwood Rd, Bearwood, Smethwick",0121 429 1514,https://www.standardrestaurant.co.uk/,restaurant,Monday: 4:30 – 11:00 PM,Tuesday: Closed,Wednesday: 4:30 – 11:00 PM,Thursday: 4:30 – 11:00 PM,Friday: 4:30 PM – 12:00 AM,Saturday: 4:30 PM – 12:00 AM,Sunday: 4:30 – 11:00 PM
Pizzeria Paradiso Quinton,"550 Hagley Rd W, Quinton, Oldbury",0121 421 3777,http://pizzeriaparadiso.co.uk/,meal_takeaway,Monday: Closed,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 5:00 – 10:00 PM
A La Mexicana Authentic Mexican Food,"175 Sandon Rd, Bearwood, Smethwick",07383 047547,http://alamexicana.info/,restaurant,Monday: Closed,Tuesday: 5:00 – 8:00 PM,Wednesday: 12:30 – 8:00 PM,Thursday: 12:30 – 8:00 PM,Friday: 12:30 – 9:00 PM,Saturday: 12:30 – 9:00 PM,Sunday: Closed
Reggae Kitchen,"508 Bearwood Rd, Bearwood, Smethwick",0121 679 0063,Not Available,meal_takeaway,Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 8:00 AM – 8:00 PM,Sunday: Closed
Quinton Balti,"278 Hagley Rd W, Quinton, Oldbury",0121 423 1999,Not Available,meal_takeaway,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 – 11:00 PM
The Kangxi Imperial,"12 - 14 Vivian Rd, Harborne, Birmingham",0121 427 5005,https://www.kangxiimperial.com/,restaurant,"Monday: 12:00 – 2:30 PM, 5:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 5:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 5:00 – 10:30 PM",Sunday: 12:00 – 10:30 PM
Jade Garden,"419 Hagley Rd W, Quinton, Birmingham",0121 422 5588,Not Available,meal_takeaway,Monday: 5:00 – 9:30 PM,Tuesday: Closed,Wednesday: 5:00 – 9:30 PM,Thursday: 5:00 – 9:30 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 5:00 – 9:30 PM
Old House At Home - Pub & Carvery,"193 Lordswood Rd, Harborne, Birmingham",0121 427 8756,https://www.greeneking.co.uk/pubs/west-midlands/old-house-at-home?utm_source=g_places&utm_medium=locations&utm_campaign=PC_pubpage,bar,Monday: 9:00 AM – 11:00 PM,Tuesday: 9:00 AM – 11:00 PM,Wednesday: 9:00 AM – 11:00 PM,Thursday: 9:00 AM – 11:00 PM,Friday: 9:00 AM – 11:00 PM,Saturday: 9:00 AM – 11:00 PM,Sunday: 9:00 AM – 11:00 PM
Ki Ban,"510 Hagley Rd W, Oldbury",0121 422 8333,https://www.ki-ban.co.uk/,meal_takeaway,Monday: 5:00 – 11:00 PM,Tuesday: Closed,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:30 PM,Saturday: 5:00 – 11:30 PM,Sunday: 5:00 – 11:00 PM
The Kitchen Co. (Oldbury),"278 Hagley Rd W, Oldbury",0121 516 8768,http://www.thekitchenco.uk/,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
KFC Quinton - Hagley Road West,"498 Hagley Rd W, Oldbury",0121 422 0591,https://www.kfc.co.uk/kfc-near-me/quinton-hagley-road-west?utm_term=498-Hagley-Road-West&utm_medium=organic&utm_source=uberall,meal_takeaway,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
The Wernley,"Wolverhampton Rd, Oldbury",0121 423 2805,https://www.sizzlingpubs.co.uk/findapub/london/thewernleyoldbury?utm_source=google&utm_medium=organic&utm_campaign=gmb,bar,Monday: 9:00 AM – 10:00 PM,Tuesday: 9:00 AM – 10:00 PM,Wednesday: 10:00 AM – 11:00 PM,Thursday: 9:00 AM – 11:00 PM,Friday: 9:00 AM – 11:00 PM,Saturday: 9:00 AM – 11:00 PM,Sunday: 9:00 AM – 10:00 PM
Antonios Food Emporio,"29 St Mary's Rd, Bearwood, Smethwick",07949 230481,http://www.antonios.co.uk/,restaurant,Monday: Closed,Tuesday: 12:00 – 6:00 PM,Wednesday: 12:00 – 6:00 PM,Thursday: 12:00 – 6:00 PM,Friday: 12:00 – 6:00 PM,Saturday: 12:00 – 6:00 PM,Sunday: Closed
Anatolia Turkish Restaurant,"518 Bearwood Rd, Bearwood, Smethwick",0121 531 8920,https://instagram.com/anatolia.turkishrestaurant?igshid=MzNlNGNkZWQ4Mg==,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: Closed
McDonald's,"6 Wolverhampton Rd, Oldbury, Birmingham",0121 420 3434,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260678:Clicks:DIRSYN:,restaurant,Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours
The King's Head Birmingham,"382 Hagley Rd, Harborne, Birmingham, Smethwick",0121 277 4130,Not Available,meal_takeaway,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 PM – 1:00 AM,Saturday: 12:00 PM – 1:00 AM,Sunday: 12:00 – 10:00 PM
Gabriels,"10-12 Albert Rd, Harborne, Birmingham",0121 426 2555,https://foodhub.co.uk/harborne/gabriels/reviews,meal_delivery,Monday: 3:00 – 10:00 PM,Tuesday: 3:00 – 10:00 PM,Wednesday: 3:00 – 10:00 PM,Thursday: 3:00 – 10:00 PM,Friday: 3:00 – 10:00 PM,Saturday: 3:00 – 10:00 PM,Sunday: 3:00 – 9:00 PM
falvourism,"Veggie Box, Gorsy Rd collection, Birmingham",07512 266090,Not Available,restaurant,Monday: 12:00 – 8:00 PM,Tuesday: 12:00 – 8:00 PM,Wednesday: 12:00 – 8:00 PM,Thursday: 12:00 – 8:00 PM,Friday: 12:00 – 8:00 PM,Saturday: 12:00 – 8:00 PM,Sunday: Closed
Ridge Chippy,"92 Ridgacre Ln, Quinton, Birmingham",0121 423 2221,https://ridgechippy.co.uk/0imC,meal_takeaway,Monday: 4:30 – 9:15 PM,"Tuesday: 12:00 – 1:45 PM, 4:30 – 9:15 PM","Wednesday: 12:00 – 1:45 PM, 4:30 – 9:15 PM","Thursday: 12:00 – 1:45 PM, 4:30 – 9:15 PM","Friday: 12:00 – 1:45 PM, 4:30 – 9:15 PM","Saturday: 12:00 – 1:45 PM, 4:30 – 9:15 PM",Sunday: Closed
Pepe's,"629 Bearwood Rd, Bearwood, Smethwick",0121 420 1448,https://www.pepes.co.uk/?utm_source=Google&utm_medium=Yext,meal_takeaway,Monday: 11:00 AM – 12:00 AM,Tuesday: 11:00 AM – 12:00 AM,Wednesday: 11:00 AM – 12:00 AM,Thursday: 11:00 AM – 12:00 AM,Friday: 11:00 AM – 1:00 AM,Saturday: 11:00 AM – 1:00 AM,Sunday: 12:00 PM – 12:00 AM
Papa Johns Pizza,"604 Bearwood Rd, Bearwood, Birmingham",0121 429 9999,https://www.papajohns.co.uk/stores/birmingham-bearwood-road/offers.aspx,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
Luigi's Pizza & Pasta,"613 Bearwood Rd, Bearwood, Smethwick",0121 434 5354,https://luigisbirmingham.com/Nq9Q,meal_takeaway,Monday: 12:00 PM – 2:00 AM,Tuesday: 12:00 PM – 2:00 AM,Wednesday: 12:00 PM – 2:00 AM,Thursday: 12:00 PM – 2:00 AM,Friday: 12:00 PM – 4:00 AM,Saturday: 12:00 PM – 4:00 AM,Sunday: 12:00 PM – 2:00 AM
Burger & Sauce - Bearwood Road,"560 Bearwood Rd, Bearwood, Birmingham",0121 592 9993,http://www.burgerandsauce.com/,restaurant,Monday: 12:00 PM – 1:00 AM,Tuesday: 12:00 PM – 1:00 AM,Wednesday: 12:00 PM – 1:00 AM,Thursday: 12:00 PM – 1:00 AM,Friday: 12:00 PM – 2:00 AM,Saturday: 12:00 PM – 2:00 AM,Sunday: 12:00 PM – 1:00 AM
Piri Pro (The Original),"290 Hagley Rd W, Birmingham, Oldbury",0121 530 2407,https://piripro.co.uk/eV1e,meal_takeaway,Monday: 11:00 AM – 1:30 AM,Tuesday: 11:00 AM – 1:30 AM,Wednesday: 11:00 AM – 1:30 AM,Thursday: 11:00 AM – 1:30 AM,Friday: 11:00 AM – 1:30 AM,Saturday: 11:00 AM – 1:30 AM,Sunday: 11:00 AM – 1:30 AM
Hamaran 9Ja,"461 Bearwood Rd, Bearwood, Birmingham, Smethwick",0121 792 3975,https://hamaran-9ja.ueniweb.com/,restaurant,Monday: 6:00 – 11:00 PM,Tuesday: 3:00 – 11:00 PM,Wednesday: 3:00 – 11:00 PM,Thursday: 3:00 – 11:00 PM,Friday: 3:00 – 11:00 PM,Saturday: 3:00 – 11:00 PM,Sunday: 6:00 PM – 1:00 AM
Dardania Place Ltd,"457 Hagley Rd, Bearwood, Smethwick",0121 429 3182,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pizza By Pro,"345 Hagley Rd, Birmingham",07398 197568,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Restaurant Folium,"8 Caroline St, Birmingham",0121 638 0100,https://www.restaurantfolium.com/home/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 5:30 PM – 12:00 AM,"Friday: 12:00 – 4:00 PM, 5:30 PM – 12:00 AM","Saturday: 12:00 – 4:00 PM, 5:30 PM – 12:00 AM",Sunday: Closed
Restaurant at Birmingham College of Food,"University College Birmingham, Summer Row, Birmingham",0121 604 1010,https://restaurant.ucb.ac.uk/,restaurant,"Monday: 12:00 – 1:00 PM, 6:00 – 7:15 PM","Tuesday: 12:00 – 1:00 PM, 6:00 – 7:15 PM","Wednesday: 12:00 – 1:00 PM, 6:00 – 7:15 PM","Thursday: 12:00 – 1:00 PM, 6:00 – 7:15 PM","Friday: 12:00 – 1:00 PM, 6:00 – 7:15 PM",Saturday: Closed,Sunday: Closed
Lasan Indian Restaurant & Cocktail Bar,"3 - 4 Dakota Buildings, James Street, St Paul's Square, Birmingham",0121 212 3664,http://www.lasan.co.uk/,bar,Monday: Closed,"Tuesday: 12:00 – 2:00 PM, 5:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 5:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 5:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 5:00 – 11:00 PM",Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 9:00 PM
Viceroy Tandoori,"109 Icknield St, Birmingham",0121 439 0607,https://order.viceroytandoori.co.uk/,restaurant,Monday: 5:00 – 10:00 PM,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 2:00 – 8:00 PM
Locanta italian restaurant,"31 Ludgate Hill, Birmingham",0121 236 5789,http://locanta.com/,meal_takeaway,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
b1 Restaurant and Bar,"Holliday Street Centre Square, Birmingham",0121 224 5084,https://www.cpbirmingham.com/,restaurant,Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours
24 Carat Bistro,"27 Warstone Ln, Birmingham",0121 236 0519,http://www.24caratbistro.co.uk/,restaurant,Monday: Closed,Tuesday: 10:00 AM – 4:00 PM,Wednesday: 10:00 AM – 4:00 PM,Thursday: 10:00 AM – 4:00 PM,Friday: 11:00 AM – 9:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: Closed
Bail-licious Restaurant,"21 Steward St, Birmingham",0121 448 0562,https://bail-liciousrestaurant.com/,meal_takeaway,Monday: 10:00 AM – 11:00 PM,Tuesday: 10:00 AM – 11:00 PM,Wednesday: 10:00 AM – 11:00 PM,Thursday: 10:00 AM – 11:00 PM,Friday: 10:00 AM – 12:00 AM,Saturday: 11:00 AM – 9:00 PM,Sunday: 11:00 AM – 9:00 PM
The Wilderness,"27 Warstone Ln, Birmingham",0121 233 9425,http://wearethewilderness.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 6:00 – 8:30 PM,Thursday: 6:00 – 8:30 PM,"Friday: 12:00 – 4:00 PM, 6:00 – 8:30 PM","Saturday: 12:00 – 4:00 PM, 6:00 – 8:30 PM",Sunday: Closed
Opheem,"65 Summer Row, Birmingham",0121 201 3377,http://opheem.com/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 5:30 – 9:30 PM,Thursday: 5:30 – 9:30 PM,"Friday: 12:00 – 1:30 PM, 5:30 – 9:30 PM","Saturday: 12:00 – 1:30 PM, 5:30 – 9:30 PM",Sunday: Closed
Birmingham Blue Nile Restaurant,"28 Great Hampton St, Birmingham",0121 551 9225,Not Available,night_club,Monday: 2:00 – 11:00 PM,Tuesday: 1:30 AM – 11:00 PM,Wednesday: 1:30 AM – 11:00 PM,Thursday: 1:30 AM – 11:00 PM,Friday: 1:30 AM – 11:00 PM,Saturday: 1:30 AM – 11:00 PM,Sunday: 1:30 AM – 11:00 PM
Pshou Restaurant,"265 Soho Rd, Birmingham",0121 554 2094,Not Available,restaurant,Monday: 11:00 AM – 8:00 PM,Tuesday: 11:00 AM – 8:00 PM,Wednesday: 11:00 AM – 8:00 PM,Thursday: 11:00 AM – 8:00 PM,Friday: 11:00 AM – 8:00 PM,Saturday: 11:00 AM – 8:00 PM,Sunday: 11:00 AM – 8:00 PM
SIAMAIS,"6, 7 Brindley Pl, Oozells St., Birmingham",0121 643 3993,https://siamais.co.uk/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 1:00 AM,Sunday: 12:00 – 11:00 PM
Sara Restaurant,"19-21 Grove Ln, Handsworth, Birmingham",0121 507 0261,Not Available,restaurant,Monday: 11:30 AM – 8:00 PM,Tuesday: 11:30 AM – 8:00 PM,Wednesday: 11:30 AM – 8:00 PM,Thursday: 11:30 AM – 8:00 PM,Friday: 11:30 AM – 8:00 PM,Saturday: 11:30 AM – 8:00 PM,Sunday: 11:30 AM – 8:00 PM
Ed's Easy Diner,"South Car Park, Arena, King Edwards Rd, Birmingham",0121 233 4005,https://edseasydiner.com/locations/birmingham-bca,restaurant,Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 8:00 AM – 11:00 PM,Sunday: 10:00 AM – 7:00 PM
Onyé Restaurant,"31 Cape Hill, Smethwick",0121 413 5150,https://onyerestaurant.co.uk/,restaurant,Monday: 2:00 – 11:00 PM,Tuesday: 2:00 – 11:00 PM,Wednesday: 2:00 – 11:00 PM,Thursday: 2:00 – 11:00 PM,Friday: 2:00 – 11:00 PM,Saturday: 12:00 PM – 1:00 AM,Sunday: 12:00 – 11:00 PM
Full-A-Flava Restaurant,"235 Dudley Rd, Birmingham",0121 792 8138,https://fullaflava.com/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,restaurant,Monday: 12:00 – 9:00 PM,Tuesday: 12:00 – 9:00 PM,Wednesday: 12:00 – 9:00 PM,Thursday: 12:00 – 9:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: Closed
Ju Ju's Cafe Birmingham,"Watermarque, Canal Square, 100 Browning St, Birmingham",0121 456 3384,http://www.jujuscafe.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 5:00 – 10:00 PM,Friday: 10:00 AM – 10:00 PM,Saturday: 10:00 AM – 10:00 PM,Sunday: 10:00 AM – 5:00 PM
Azim's Restaurant,"106-108 Lozells Rd, Lozells, Birmingham",0121 523 5349,http://azimsrestaurant.com/,restaurant,Monday: 5:00 PM – 12:30 AM,Tuesday: 5:00 PM – 12:30 AM,Wednesday: 5:00 PM – 12:30 AM,Thursday: 5:00 PM – 12:30 AM,Friday: 5:00 PM – 2:30 AM,Saturday: 5:00 PM – 2:30 AM,Sunday: 5:00 PM – 12:30 AM
Bantu Restaurant,"5 Fleet St, Birmingham",0121 212 2688,https://bantubirmingham.com/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 3:00 – 11:30 PM,Thursday: 3:00 – 11:30 PM,Friday: 3:00 – 11:30 PM,Saturday: 3:00 – 11:30 PM,Sunday: 3:00 – 10:30 PM
Zizzi - Birmingham Brindley Place,"3, Eleven Brindley Place, Birmingham",0121 792 3507,https://www.zizzi.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=panel,store,Monday: 11:30 AM – 10:00 PM,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 11:30 AM – 11:00 PM,Saturday: 11:30 AM – 11:00 PM,Sunday: 11:30 AM – 10:00 PM
Celebrity Indian Restaurant,"44 Broad St, Birmingham",0121 643 8969,https://celebrityrestaurant.orderyoyo.co.uk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,restaurant,Monday: 5:00 PM – 12:00 AM,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 1:00 AM,Saturday: 5:00 PM – 1:00 AM,Sunday: 5:00 – 11:00 PM
Beza Sudan Bete Hebesha Restaurant & Cafe,Birmingham,Not Available,Not Available,restaurant,Monday: 2:00 – 10:30 PM,Tuesday: 2:00 – 10:30 PM,Wednesday: 12:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 2:00 – 10:30 PM
Cappadocia Restaurant,"33 Frederick St, Hockley, Birmingham",0121 212 0338,https://cappadociarestaurant.com/,restaurant,Monday: 12:00 AM – 10:00 PM,Tuesday: 12:00 AM – 10:00 PM,Wednesday: 12:00 AM – 10:00 PM,Thursday: 12:00 AM – 10:00 PM,Friday: 12:00 AM – 11:00 PM,Saturday: 12:00 AM – 11:00 PM,Sunday: 12:00 AM – 10:00 PM
V.I.P N.I.T Cafe & Restaurant,"17 Barr St, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Klassic Grill Bar Restaurant,"110 Icknield St, Birmingham",0121 293 9372,Not Available,bar,Monday: 1:00 – 11:00 PM,Tuesday: 1:00 – 11:00 PM,Wednesday: 1:00 – 11:00 PM,Thursday: 1:00 – 11:00 PM,Friday: 1:00 PM – 1:00 AM,Saturday: 1:00 PM – 12:00 AM,Sunday: 2:00 PM – 12:00 AM
Royals Restaurant,"20 Cape Hill, Smethwick",0121 555 8616,Not Available,restaurant,Monday: 10:00 AM – 2:00 AM,Tuesday: 10:00 AM – 2:00 AM,Wednesday: 10:00 AM – 2:00 AM,Thursday: 10:00 AM – 2:00 AM,Friday: 10:00 AM – 2:00 AM,Saturday: 10:00 AM – 2:00 AM,Sunday: 10:00 AM – 2:00 AM
Aria Restaurant,"2 Bridge St, Birmingham",0121 643 1234,https://www.hyattrestaurants.com/en/dining/uk/birmingham/european-restaurant-in-centenary-square-aria-restaurant,restaurant,Monday: 6:30 AM – 10:00 PM,Tuesday: 6:30 AM – 10:00 PM,Wednesday: 6:30 AM – 10:00 PM,Thursday: 6:30 AM – 10:00 PM,Friday: 6:30 AM – 10:00 PM,Saturday: 6:30 AM – 10:00 PM,Sunday: 6:30 AM – 10:00 PM
Lime n Chilli Family Restaurant & Bar,"72 Soho Rd, Handsworth, Birmingham",0121 523 0555,http://www.limenchilli.co.uk/,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: Closed,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:00 PM
Chennai Dosa,"445-447, Dudley Rd, Smethwick, Birmingham",0121 572 5858,https://chennaidosa-birmingham.co.uk/,meal_delivery,Monday: 12:00 – 10:30 PM,Tuesday: 12:00 – 10:30 PM,Wednesday: 12:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 10:00 AM – 10:30 PM,Sunday: 10:00 AM – 10:30 PM
Devon House Jamaican Restaurant & Bar,"16 Hall St, Birmingham",0121 448 7203,https://devonhouse.co.uk/contact,bar,Monday: 5:00 – 9:00 PM,Tuesday: 5:00 – 9:00 PM,Wednesday: 5:00 – 9:00 PM,Thursday: 5:00 – 9:00 PM,Friday: 5:00 – 9:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 9:00 PM
Alton Altun Restaurant,"317 Dudley Rd, Birmingham",0121 684 7858,http://alton-altun.poi.place/,restaurant,Monday: 11:00 AM – 10:30 PM,Tuesday: 11:00 AM – 10:30 PM,Wednesday: 11:00 AM – 10:30 PM,Thursday: 11:00 AM – 10:30 PM,Friday: 11:00 AM – 10:30 PM,Saturday: 11:00 AM – 10:30 PM,Sunday: 11:00 AM – 10:30 PM
Las Iguanas - Birmingham - Brindley Place,"10G, The Waters Edge, Birmingham",0121 827 9977,https://www.iguanas.co.uk/restaurants/birmingham/birmingham-brindley-place/?utm_source=google&utm_medium=organic&utm_campaign=google_lpm_lasiguanas_birmingham_brindleyplace,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 1:00 AM,Saturday: 11:00 AM – 1:00 AM,Sunday: 11:00 AM – 10:30 PM
De La Vies,"2a Barnsley Rd, Bearwood, Smethwick, Birmingham",0121 824 5000,http://www.delavies.com/,restaurant,Monday: 4:00 – 11:00 PM,Tuesday: 4:00 – 11:00 PM,Wednesday: 4:00 – 11:00 PM,Thursday: 4:00 – 11:00 PM,Friday: 4:00 PM – 12:00 AM,Saturday: 4:00 PM – 12:00 AM,Sunday: 4:00 – 11:00 PM
Kashmir Cottage,"422 Bearwood Rd, Bearwood, Smethwick",0121 420 2528,Not Available,restaurant,Monday: 5:15 – 11:00 PM,Tuesday: 5:15 – 11:00 PM,Wednesday: 5:15 – 11:00 PM,Thursday: 5:15 – 11:00 PM,Friday: 5:15 PM – 12:00 AM,Saturday: 5:15 PM – 12:00 AM,Sunday: 5:15 – 11:00 PM
Old Dresser Cafe,"434 Bearwood Rd, Bearwood, Smethwick",0121 420 1779,http://www.olddressercafe.co.uk/,restaurant,Monday: Closed,Tuesday: 12:00 – 9:00 PM,Wednesday: 12:00 – 9:00 PM,Thursday: 12:00 – 9:00 PM,Friday: 12:00 – 9:00 PM,Saturday: 10:00 AM – 9:00 PM,Sunday: 10:00 AM – 4:00 PM
